clave,descripcion,clave_transporte,nacionalidad,designador_iata,linea_ferrea
EA1549,Rancho Laguna Vista,03,México,LNY,
EA1550,Los Lobos,03,México,LOB,
EA1551,Los Olivos,03,México,LOC,
EA1552,San Bernardino De Milpillas Chico,03,México,LOD,
EA1553,Los Pipos,03,México,LOE,
EA1554,Longoria,03,México,LOG,
EA1555,Los Limones,03,México,LOL,
EA1556,Lorena,03,México,LON,
EA1557,Pista López,03,México,LOP,
EA1558,San Lorenzo Acuña,03,México,LOR,
EA1559,Los Charcos,03,México,LOS,
EA1560,Los Vasitos,03,México,LOV,
EA1561,El Loreto,03,México,LOY  ,
EA1562,La Piedad,03,México,LPD  ,
EA1563,"La Pesca
Base Aeronaval, Notam: 
Cerrada A La Operación Civil",03,México,LPE  ,
EA1564,La Paloma,03,México,LPF,
EA1565,La Pichihuila,03,México,LPH,
EA1566,La Poza,03,México,LPJ,
EA1567,La Palma,03,México,LPM,
EA1568,Los Pinitos,03,México,LPN,
EA1569,La Palmosa,03,México,LPO,
EA1570,La Laguna Del Palmar,03,México,LPR,
EA1571,La Pajarera,03,México,LPV,
EA1572,La Paz,03,México,LPW,
EA1573,Los Pericos,03,México,LPX,
EA1574,La Pitaya,03,México,LPY,
EA1575,Liquidambar,03,México,LQA,
EA1576,La Campana De San Quintín,03,México,LQN,
EA1577,Las Reynas,03,México,LRI,
EA1578,Reyna Diana,03,México,LRJ,
EA1579,Lagarto,03,México,LRO,
EA1580,Laguna Del Rey,03,México,LRY,
EA1581,La Soledad                           ,03,México,LSD  ,
EA1582,Las Higueras,03,México,LSH,
EA1583,Laguna Seca,03,México,LSK,
EA1584,Las Mesas,03,México,LSM,
EA1585,Los Perros,03,México,LSP,
EA1586,La Sierrita,03,México,LST,
EA1587,La Angostura,03,México,LTA,
EA1588,La Trinidad,03,México,LTB,
EA1589,La Trinidad,03,México,LTP,
EA1590,Las Trancas,03,México,LTQ,
EA1591,Lomas Tristes,03,México,LTT,
EA1592,Regional De Los Tuxtlas,03,México,LTX,
EA1593,La Burra,03,México,LUA,
EA1594,El Laurel,03,México,LUE,
EA1595,El Cohete,03,México,LUK,
EA1596,La Luna,03,México,LUN,
EA1597,La Victoria,03,México,LVC,
EA1598,La Villita,03,México,LVI,
EA1599,La Vainilla,03,México,LVL,
EA1600,Leona Vicario,03,México,LVO,
EA1601,La Yesca De Hermosillo,03,México,LYH,
EA1602,La Yesca,03,México,LYS,
EA1603,La Suiza ,03,México,LZA,
EA1604,Lorenzos De Baja,03,México,LZB,
EA1605,Lázaro Cárdenas                     ,03,México,LZC  ,
EA1606,Los Aztecas I,03,México,LZS,
EA1607,Mesa Bonita,03,México,MAB,
EA1608,Magdalena,03,México,MAD,
EA1609,Pista Magaña,03,México,MAG,
EA1610,Mesa Del Nayar,03,México,MAN,
EA1611,Gral. Gonzalo Curiel García,03,México,MAS,
EA1612,Malvinas,03,México,MAV,
EA1613,Miguel Alemán,03,México,MAX,
EA1614,Marina Beach,03,México,MBC,
EA1615,Mubarqui,03,México,MBQ,
EA1616,Manuel Benavides,03,México,MBS,
EA1617,Macho Bayo,03,México,MBY,
EA1618,María Beatriz,03,México,MBZ,
EA1619,Manjarrez De Caborca,03,México,MCB,
EA1620,Pista Municipal De Ciudad Cuauhtémoc,03,México,MCI,
EA1621,Meza Del Barranco,03,México,MDB,
EA1622,Santa Rosalía,03,México,MDD,
EA1623,Mesa De Fronteras,03,México,MDF,
EA1624,Montañas Del Gualul,03,México,MDG  ,
EA1625,Mesa De Los Huicholes,03,México,MDH,
EA1626,Mesa De Calera,03,México,MDK,
EA1627,Mesa Del Álamo                       ,03,México,MDL  ,
EA1628,Mecatillo,03,México,MDM,
EA1629,Mesa Del Huracán,03,México,MDN,
EA1630,Mina Dolores,03,México,MDO,
EA1631,Mineral De Polanco,03,México,MDP,
EA1632,Mesa De Los Saucedo,03,México,MDS,
EA1633,Mesa De Los Toros,03,México,MDT,
EA1634,Las Carmenes,03,México,MES,
EA1635,El Mezquite,03,México,MEZ,
EA1636,Toro Bravo,03,México,MFS,
EA1637,Las Margaritas,03,México,MGD,
EA1638,Molango,03,México,MGO,
EA1639,Margaritas,03,México,MGR,
EA1640,Los Mangos,03,México,MGS,
EA1641,La Michoacana,03,México,MHC,
EA1642,Mochicahui,03,México,MHH,
EA1643,Miguel Hidalgo,03,México,MHI,
EA1644,Mahahual,03,México,MHL,
EA1645,"Miramar 
(Fallecimiento De Titular)",03,México,MIA,
EA1646,El Milagro De San José,03,México,MIZ,
EA1647,Mesa Del Jarillal,03,México,MJR,
EA1648,Santa Monika,03,México,MKA,
EA1649,Mesa Larga,03,México,MLF,
EA1650,Muller,03,México,MLL,
EA1651,San Manolo,03,México,MLO,
EA1652,Minera La Perla ,03,México,MLP,
EA1653,Campo Montelargo ,03,México,MLR,
EA1654,Los Miles,03,México,MLT,
EA1655,Melgoza,03,México,MLZ,
EA1656,Masahiashi,03,México,MML,
EA1657,Medina,03,México,MNA,
EA1658,Meling,03,México,MNG,
EA1659,Meliton Albañez,03,México,MOA,
EA1660,Moctezuma,03,México,MOC,
EA1661,Moctezuma,03,México,MOE,
EA1662,El Mochomo,03,México,MOH,
EA1663,Rancho La Montaña,03,México,MON,
EA1664,Morelos,03,México,MOR,
EA1665,Santa María De Otaez,03,México,MOX,
EA1666,Matarachi,03,México,MRA,
EA1667,Marabasco,03,México,MRB,
EA1668,Mireles Hermanos,03,México,MRH,
EA1669,Morris,03,México,MRI,
EA1670,Marte R. Gómez,03,México,MRM,
EA1671,Maran,03,México,MRP,
EA1672,Moralar,03,México,MRR,
EA1673,Mirador Santa Rosa,03,México,MSA,
EA1674,Mazfly S.C.,03,México,MSC,
EA1675,Mesa Del Frijol,03,México,MSF,
EA1676,La Mesa De San Juan,03,México,MSJ,
EA1677,Valle De Los Ahuehuetes,03,México,MSP,
EA1678,Mesa Tortugas,03,México,MST,
EA1679,Matancitas,03,México,MTB,
EA1680,Mata Larga,03,México,MTF,
EA1681,Ing. Manuel Moreno Torres ,03,México,MTH,
EA1682,Maran Tijuana,03,México,MTJ,
EA1683,Montemorelos,03,México,MTM  ,
EA1684,Rancho Medio Sitio,03,México,MTO,
EA1685,Monterrey,03,México,MTV,
EA1686,Mututicachi,03,México,MUT,
EA1687,Muzquiz,03,México,MUZ,
EA1688,Monteverde,03,México,MVE,
EA1689,El Mixteco,03,México,MXT,
EA1690,Mesa Colorada,03,México,MZC,
EA1691,Mezquital,03,México,MZL,
EA1692,Pista Mezquital                      ,03,México,MZQ  ,
EA1693,Los Napuchis,03,México,NAA,
EA1694,Nacori Chico,03,México,NAC,
EA1695,Nido De Águilas,03,México,NAG,
EA1696,Náhuatl,03,México,NAH,
EA1697,El Sinaí,03,México,NAI,
EA1698,El Naranjito,03,México,NAJ,
EA1699,Nicolas Bravo,03,México,NBT,
EA1700,Nuevo Casas Grandes,03,México,NCG,
EA1701,Pista San Fernando,03,México,NDO,
EA1702,Los Nogales,03,México,NGS,
EA1703,"Nahual
(Pista Del Estero De Juan José Ríos)",03,México,NHL,
EA1704,El Naranjo,03,México,NJO,
EA1705,San Nicolas,03,México,NLA,
EA1706,"Nueva Laguna Blanca, S.A. De C.V.",03,México,NLB,
EA1707,No Le Hace,03,México,NLH,
EA1708,Nuevo México,03,México,NMX,
EA1709,La Noria,03,México,NOA,
EA1710,Norogachi,03,México,NOR,
EA1711,Los Novillos,03,México,NOV,
EA1712,Norotal,03,México,NRT,
EA1713,San José Independencia,03,México,NSJ,
EA1714,Nuestra Señora De Loreto,03,México,NSL,
EA1715,Nuevo Santa Rosa,03,México,NSR,
EA1716,Nuevo Temalacaco,03,México,NTC,
EA1717,Nuevo Horizonte,03,México,NUH,
EA1718,Navojoa,03,México,NVJ  ,
EA1719,Pista Nuevo León Baja Ii,03,México,NVO,
EA1720,El Pretexto,03,México,NWB,
EA1721,El Escondido,03,México,NYZ,
EA1722,Oro Blanco,03,México,OBC,
EA1723,El Ochenta,03,México,OCH,
EA1724,Los Ocaliptos,03,México,OCL,
EA1725,San Luis De Ocosingo,03,México,OCO,
EA1726,Ocotlán,03,México,OCT,
EA1727,San Carlos,03,México,OFS,
EA1728,Ojito De Camellones,03,México,OJC,
EA1729,Campo El Patole,03,México,OLE,
EA1730,Santa Patricia,03,México,ONE,
EA1731,Oro Verde,03,México,ORV,
EA1732,Isla Frontón,03,México,OZM,
EA1733,Pista Aérea Cadenas,03,México,PAC,
EA1734,La Palma,03,México,PAE,
EA1735,El Paraíso,03,México,PAG,
EA1736,El Paija ,03,México,PAI,
EA1737,Paco,03,México,PAK,
EA1738,El Paraíso Villalobos,03,México,PAO,
EA1739,Palmillas Del Rodeo,03,México,PAQ,
EA1740,Cap. P.A. Roberto Chávez Balderas,03,México,PAR,
EA1741,San Lorenzo,03,México,PAS,
EA1742,Pavlovich Aviación,03,México,PAV,
EA1743,Pista Aérea Ton,03,México,PAW,
EA1744,Pista Baja,03,México,PBA,
EA1745,Punta Bufeo,03,México,PBF,
EA1746,Pista Base Huatabampo,03,México,PBH,
EA1747,Pueblito,03,México,PBL,
EA1748,Pista Base Navojoa                   ,03,México,PBN  ,
EA1749,Bonfil,03,México,PBO,
EA1750,Pueblo Yaqui,03,México,PBY,
EA1751,Playa Del Carmen,03,México,PCE,
EA1752,Punta Chivato,03,México,PCH,
EA1753,Pista Calamajue                     ,03,México,PCJ  ,
EA1754,La Pochoteca,03,México,PCK,
EA1755,Punta Colorada,03,México,PCL,
EA1756,Puente De Camotlán,03,México,PCM,
EA1757,Punta China,03,México,PCN,
EA1758,Pericos,03,México,PCS,
EA1759,Punta Colonet,03,México,PCT,
EA1760,Potrero De Bejaranos                ,03,México,PDB  ,
EA1761,Pista Del Centro,03,México,PDC,
EA1762,La Piedrera,03,México,PDE,
EA1763,Portugués De Gálvez,03,México,PDG,
EA1764,Palos Dulces,03,México,PDI,
EA1765,Promesa,03,México,PDM,
EA1766,Platanar De Coluta,03,México,PDU,
EA1767,Paredes,03,México,PDZ,
EA1768,Parras El Alto,03,México,PEA,
EA1769,Pie De La Cuesta De La Bajada,03,México,PEB,
EA1770,Pista Elizalde,03,México,PEE,
EA1771,La Peñita,03,México,PEI,
EA1772,Pie De La Cuesta De San Jerónimo,03,México,PEJ,
EA1773,Pista El Roció,03,México,PEY,
EA1774,Punta Final,03,México,PFL,
EA1775,Peña Flor,03,México,PFO,
EA1776,Pfp,03,México,PFP,
EA1777,Las Praderas                         ,03,México,PGD  ,
EA1778,El Pedregal,03,México,PGL,
EA1779,Del Pacifico,03,México,PGS,
EA1780,El Purgatorio,03,México,PGT,
EA1781,Pista Coahuila,03,México,PHA,
EA1782,El Pichol,03,México,PHL,
EA1783,Palo Chino,03,México,PHO,
EA1784,Pista Huachinera,03,México,PHU,
EA1785,La Pista De Balancan,03,México,PIB,
EA1786,Piedra De Cal,03,México,PIE,
EA1787,Pista Aeroagricola Guayparime,03,México,PIG,
EA1788,Las Pilas,03,México,PIL,
EA1789,Los Pinos,03,México,PIN,
EA1790,El Pinocho ,03,México,PIO,
EA1791,Solidaridad Cajeme,03,México,PIS,
EA1792,La Pinta,03,México,PIT,
EA1793,Villa Juárez,03,México,PIV,
EA1794,Pajacuaran,03,México,PJC,
EA1795,Palmarejo,03,México,PJO,
EA1796,La Pequeña Joya,03,México,PJY,
EA1797,Picacho,03,México,PKC,
EA1798,Plan Bonito,03,México,PLD,
EA1799,Rancho Productor De Leche Villa Ahumada,03,México,PLE,
EA1800,Piélagos,03,México,PLG,
EA1801,Palmarejito,03,México,PLJ,
EA1802,Potrerillos,03,México,PLL,
EA1803,El Palmar Ranch,03,México,PLR,
EA1804,Las Plomosas,03,México,PLS,
EA1805,Palula,03,México,PLU,
EA1806,Plátano,03,México,PLX,
EA1807,Pista Lázaro Cárdenas,03,México,PLZ,
EA1808,Playa De Magdalena,03,México,PMA,
EA1809,Pista Macuiles,03,México,PMC,
EA1810,La Palma,03,México,PML,
EA1811,Pista Morgan,03,México,PMN,
EA1812,El Palmoso,03,México,PMS,
EA1813,Potrero Del Mascabresto,03,México,PMT,
EA1814,Pista Morelos,03,México,PMX,
EA1815,Pista Aérea Agrícola Mayacoba,03,México,PMY,
EA1816,El Pedernal,03,México,PNA  ,
EA1817,La Pinosa,03,México,PNC,
EA1818,Piedras Blancas,03,México,PNL,
EA1819,Hacienda Panoaya,03,México,PNY,
EA1820,El Potrero,03,México,POE,
EA1821,Huapoca,03,México,POK,
EA1822,Potrerillo,03,México,POL,
EA1823,Potrero De Los Medina,03,México,POM,
EA1824,Popota,03,México,POT,
EA1825,Portezuelo,03,México,POU,
EA1826,El Pozo,03,México,POX,
EA1827,Punta Pescadero,03,México,PPC,
EA1828,Punta Pájaros,03,México,PPS,
EA1829,Pista Querétaro,03,México,PQR,
EA1830,Puertecitos,03,México,PRC,
EA1831,Paredones,03,México,PRD,
EA1832,Progreso,03,México,PRG,
EA1833,La Perla,03,México,PRL,
EA1834,El Porvenir,03,México,PRN,
EA1835,La Providencia De Acapetahua,03,México,PRV,
EA1836,La Presa,03,México,PRX,
EA1837,Pista Sonora,03,México,PSB,
EA1838,Santa Elena,03,México,PSE,
EA1839,Punta San Francisquito,03,México,PSF,
EA1840,Punta San Carlos,03,México,PSK,
EA1841,Punta Solimán,03,México,PSM,
EA1842,Perseverancia,03,México,PSV,
EA1843,Pista Juárez                         ,03,México,PSZ  ,
EA1844,Las Potrancas,03,México,PTA,
EA1845,Santa Teresa,03,México,PTE,
EA1846,Campo Patricia,03,México,PTI,
EA1847,El Petacal,03,México,PTL antes PTJ,
EA1848,El Patrocinio,03,México,PTN,
EA1849,El Puerto,03,México,PTO,
EA1850,Pista Ocampo,03,México,PTP,
EA1851,Pista Troncón,03,México,PTR,
EA1852,Potosí,03,México,PTS,
EA1853,La Pista,03,México,PTT,
EA1854,Pulticub,03,México,PTU,
EA1855,Patria Vieja,03,México,PTV,
EA1856,Purépecha,03,México,PUR,
EA1857,Pueblo Yaqui,03,México,PUY,
EA1858,La Pava,03,México,PVA,
EA1859,Ejido Pueblo Viejo,03,México,PVJ,
EA1860,Pista Valdez,03,México,PVL,
EA1861,Aeródromo Vw,03,México,PVW,
EA1862,Palma Sola,03,México,PXA,
EA1863,Pista Campeche,03,México,PXE,
EA1864,Pista Pancho Villa,03,México,PXV,
EA1865,Palizada,03,México,PZA,
EA1866,Pista Zacatecas,03,México,PZC,
EA1867,La Panza,03,México,PZS,
EA1868,Aerofumigaciones Quila,03,México,QUI,
EA1869,Rancho Agua Blanca,03,México,RAB,
EA1870,Rancho Agua Dulce,03,México,RAD  ,
EA1871,Rancho San Rafael,03,México,RAF,
EA1872,Pista Rosales,03,México,RAL,
EA1873,Rancho San Antonio,03,México,RAM,
EA1874,Rancho Alto Bonito,03,México,RAQ,
EA1875,C.P.A. Rodolfo Amparan Rosales       ,03,México,RAV,
EA1876,Rancho Alejandrina,03,México,RAX,
EA1877,Agua Zarca,03,México,RAZ,
EA1878,Rancho El Bernal,03,México,RBL,
EA1879,Rancho Bravo,03,México,RBO,
EA1880,Rancho Buenos Aires,03,México,RBU,
EA1881,Los Bayos,03,México,RBY,
EA1882,Rancho Del Carmen,03,México,RCA,
EA1883,Carboneras,03,México,RCB,
EA1884,El Cuarenta,03,México,RCE,
EA1885,Aeropista De La Región Carbonífera,03,México,RCF,
EA1886,El Cangrejal,03,México,RCJ,
EA1887,Rancho El Campanero,03,México,RCN,
EA1888,Real Del Castillo,03,México,RCO,
EA1889,Rancho El Comandante ,03,México,RCT,
EA1890,El Llano,03,México,RCU,
EA1891,Rancho Cerro Blanco,03,México,RCW,
EA1892,Rancho San Cristóbal,03,México,RCX,
EA1893,Rancho De Burgos,03,México,RDB,
EA1894,Delta,03,México,RDL,
EA1895,El Roble Gordo,03,México,RDO,
EA1896,Rancho Don Ricardo,03,México,RDT,
EA1897,Rancho De Luna,03,México,RDU,
EA1898,Hermanos Rodríguez,03,México,RDZ,
EA1899,Rancho Ébanos,03,México,REB,
EA1900,Rancho La Escondida,03,México,REC,
EA1901,El Jaralito,03,México,REJ,
EA1902,Las Abejas                           ,03,México,REN  ,
EA1903,Rancho El Piloto,03,México,REP,
EA1904,Los Remedios,03,México,REW,
EA1905,Los Ajos                             ,03,México,RFB  ,
EA1906,San Rafael,03,México,RFE,
EA1907,La Reforma De Guerrero,03,México,RFG,
EA1908,Rancho San Francisco,03,México,RFN,
EA1909,El Refugio,03,México,RFU,
EA1910,Guadalupe De Llera,03,México,RGA,
EA1911,Rancho Grande,03,México,RGE,
EA1912,Aguachile,03,México,RGH,
EA1913,Guadalupe,03,México,RGP,
EA1914,Rancho El Guaje,03,México,RGW,
EA1915,Rincón De Los Garza,03,México,RGZ,
EA1916,Rancho La Joya,03,México,RHD,
EA1917,Rancho Las Hermanas,03,México,RHZ,
EA1918,El Rincón,03,México,RIN,
EA1919,Rancho El Jabalí,03,México,RJA,
EA1920,Rancho Viejo,03,México,RJD,
EA1921,Rancho Joali,03,México,RJO,
EA1922,Rancho San José De Pedrero,03,México,RJS,
EA1923,Rancho San Juan,03,México,RJU  ,
EA1924,Hacienda Tulapan                     ,03,México,RJV,
EA1925,Rancho Casa Roja,03,México,RKR,
EA1926,La Azufrosa,03,México,RLA,
EA1927,Rancho La Costa,03,México,RLC,
EA1928,Rancho Los Chirriones,03,México,RLC,
EA1929,La Escondida,03,México,RLD,
EA1930,Rancho La Gacha,03,México,RLG,
EA1931,La Herradura,03,México,RLH,
EA1932,Rancho Las Pilas,03,México,RLI  ,
EA1933,Los Manueles,03,México,RLM,
EA1934,Rancho La Peña,03,México,RLP,
EA1935,Las Norias,03,México,RLQ,
EA1936,Rancho La Rosita,03,México,RLR,
EA1937,Loma Roja,03,México,RLS,
EA1938,La Nueva Realidad                         ,03,México,RLS,
EA1939,Rancho Los Sosa,03,México,RLT,
EA1940,Rancho Loma Blanca,03,México,RLW,
EA1941,La Equis,03,México,RLX,
EA1942,Ramon López Velarde,03,México,RLY,
EA1943,El Llorón,03,México,RLZ,
EA1944,Manantiales,03,México,RMA,
EA1945,Mesa De Cartujanos,03,México,RMC,
EA1946,Rancho Madero,03,México,RMF,
EA1947,Rancho Medio Kilo,03,México,RMK,
EA1948,Rancho El Milagro,03,México,RML,
EA1949,Rogman,03,México,RMN,
EA1950,Miradores,03,México,RMP,
EA1951,Rancho María 4,03,México,RMQ,
EA1952,Rancho Marina Vieja,03,México,RMV,
EA1953,Rancho Marter,03,México,RMW,
EA1954,Rancho San Matías,03,México,RMW,
EA1955, La Mezquitosa,03,México,RMZ,
EA1956,Rancho San Antonio ,03,México,RNA,
EA1957,El Rincón,03,México,RNC,
EA1958,Rinconada,03,México,RND,
EA1959,Rancho Puerto Ángel,03,México,RNF,
EA1960,Rancho La Nogalera,03,México,RNG,
EA1961,Rancho Santo Niño,03,México,RNS,
EA1962,Rancho Santa Ana,03,México,RNT,
EA1963,El Rodeo,03,México,ROD,
EA1964,Rancho El Caracol,03,México,ROL,
EA1965,El Roció,03,México,ROO  ,
EA1966,Rancho Oaxaca,03,México,ROX,
EA1967,Rancho El Pato,03,México,RPA,
EA1968,Los Pecos,03,México,RPB,
EA1969,Rancho El Papalote,03,México,RPE,
EA1970,El Pillaje,03,México,RPH,
EA1971,Rancho El Prior,03,México,RPO,
EA1972,Rancho La Paloma                     ,03,México,RPT  ,
EA1973,Rancho Los Pinos,03,México,RPU,
EA1974,Rancho El Porvenir,03,México,RPV,
EA1975,Rancho Peñitas,03,México,RPW,
EA1976,Rancho Providencia,03,México,RPX,
EA1977,Rancho Agua Buena,03,México,RRA,
EA1978,Rancho Don Roberto,03,México,RRB,
EA1979,Rancho Rio Grande,03,México,RRG,
EA1980,Rancho San Isidro,03,México,RRM,
EA1981,El Romance,03,México,RRN,
EA1982,La Marismeña,03,México,RRV,
EA1983,Rancho Corrales,03,México,RRZ,
EA1984,La Rosa,03,México,RSA,
EA1985,Rancho Sierra Hermosa,03,México,RSH,
EA1986,Rancho San José,03,México,RSJ,
EA1987,Rancho San Francisco,03,México,RSK,
EA1988,Rancho Santa María,03,México,RSM,
EA1989,Rancho San José                      ,03,México,RSU  ,
EA1990,Rancho El Salado,03,México,RSX,
EA1991,Rancho Santa Anita,03,México,RTA,
EA1992,Rancho El Retiro,03,México,RTC,
EA1993,Rancho El Trofis,03,México,RTF,
EA1994,Rancho El Tule,03,México,RTL,
EA1995,El Rodeo De Tamazula,03,México,RTM,
EA1996,El Retoño,03,México,RTO,
EA1997,El Tule,03,México,RTU,
EA1998,Rancho El 13,03,México,RTZ,
EA1999,Rancho El Chicural,03,México,RUL,
EA2000,Las Vegas,03,México,RVG,
EA2001,Revolución De 1910,03,México,RVN,
EA2002,El Preson,03,México,RVP,
EA2003,Campo Rio Verde,03,México,RVR,
EA2004,La Raya,03,México,RYA,
EA2005,Rancho Zapata,03,México,RZA,
EA2006,Rancho La Zorra,03,México,RZR,
EA2007,Rancho Lanzarote,03,México,RZT,
EA2008,Rodríguez,03,México,RZZ,
EA2009,San Ángel,03,México,SAE,
EA2010,Sahuaripa,03,México,SAH,
EA2011,Sahuaripa 2,03,México,SAH,
EA2012,Las Salvias,03,México,SAL,
EA2013,San António,03,México,SAN,
EA2014,Santa Ana Maloapan,03,México,SAV,
EA2015,San Antonio El Russio,03,México,SAW,
EA2016,Santa Cruz,03,México,SAX,
EA2017,"Los Chirriones
(Proyecto)",03,México,SAY,
EA2018,Santa Blanca,03,México,SBK,
EA2019,San Blas,03,México,SBS,
EA2020,Santa Cecilia,03,México,SCE,
EA2021,Rancho San Carlos,03,México,SCK,
EA2022,El Socorrito,03,México,SCO,
EA2023,Santiago De Los Caballeros,03,México,SCS,
EA2024,Secretaria De Comunicaciones Y Transportes,03,México,SCT,
EA2025,Santa Clara,03,México,SCV,
EA2026,Santa Cruz,03,México,SCW,
EA2027,San Miguel De Cruces,03,México,SCX,
EA2028,Sierrita De Barraza,03,México,SDB,
EA2029,San Juan De Camarones,03,México,SDC,
EA2030,Rancho Santo Domingo,03,México,SDI,
EA2031,Santo Domingo,03,México,SDM,
EA2032,San José De Los Leones,03,México,SDN,
EA2033,Santa Efigenia ,03,México,SEF,
EA2034,Santa Fe,03,México,SFC,
EA2035,"San Fernando
(Proyecto)",03,México,SFD,
EA2036,San Fernando,03,México,SFD,
EA2037,San Francisco,03,México,SFF,
EA2038,San Fernando ,03,México,SFN,
EA2039,San Francisco,03,México,SFO,
EA2040,Pista San Francisco,03,México,SFP,
EA2041,San Fernando,03,México,SFR,
EA2042,Santa Christine,03,México,SFW,
EA2043,San Fernando,03,México,SFX,
EA2044,San Gregorio De Bozos,03,México,SGB,
EA2045,San Gabriel,03,México,SGB,
EA2046,Saucito De Araujo,03,México,SGC,
EA2047,Rancho San Gerardo,03,México,SGE,
EA2048,San Gabriel ,03,México,SGL,
EA2049,San Ignacio,03,México,SGN,
EA2050,San Gregorio,03,México,SGR,
EA2051,Santiago,03,México,SGS,
EA2052,Santo Domingo,03,México,SGU,
EA2053,La Mota,03,México,SHM,
EA2054,Santa Cruz,03,México,SHX,
EA2055,Sierrita,03,México,SIE,
EA2056,San Ignacio,03,México,SIG  ,
EA2057,San Isidro Labrador,03,México,SIL,
EA2058,La Simiente,03,México,SIM,
EA2059,Santa Inés,03,México,SIN,
EA2060,Sianori Ii,03,México,SIR,
EA2061,Loma Bonita De Puerta Azul,03,México,SIT,
EA2062,Silva,03,México,SIV,
EA2063,Sianori,03,México,SIW,
EA2064,San Ignacio,03,México,SIY,
EA2065,San José,03,México,SJE,
EA2066,San Juan De Frailes,03,México,SJF,
EA2067,San Joaquín Redo,03,México,SJH,
EA2068,San Jacinto,03,México,SJK,
EA2069,San José Del Llano,03,México,SJL,
EA2070,San José,03,México,SJO,
EA2071,San Juan Peyotan,03,México,SJP,
EA2072,San Jacinto Tlacotepec,03,México,SJT,
EA2073,San Juan Nepomuceno,03,México,SJU,
